"id","name","category_code","disease_code","created_at","updated_at"
"10306","W349 - Disparo de otras Armas de Fuego, y las no Especificadas, en Lugar no Especificado","W34","9",,
"10307","W350 - Explosion y Rotura de Caldera, en Vivienda","W35","0",,
"10308","W351 - Explosion y Rotura de Caldera, en Institucion Residencial","W35","1",,
"10309","W352 - Explosion y Rotura de Caldera, en Escuelas, otras Instituciones y Areas Administrativas","W35","2",,
"10310","W353 - Explosion y Rotura de Caldera, en Areas de deporte y Atletismo","W35","3",,
"10311","W354 - Explosion y Rotura de Caldera, en Calles y Carreteras","W35","4",,
"10312","W355 - Explosion y Rotura de Caldera, en Comercio y Area de Servicios","W35","5",,
"10313","W356 - Explosion y Rotura de Caldera, en Area Industrial y de la Construccion","W35","6",,
"10314","W357 - Explosion y Rotura de Caldera, en Granja","W35","7",,
"10315","W358 - Explosion y Rotura de Caldera, en Otro Lugar Especificado","W35","8",,
"10316","W359 - Explosion y Rotura de Caldera, en Lugar no Especificado","W35","9",,
"10317","W360 - Explosion y Rotura de Cilindro con Gas, en Vivienda","W36","0",,
"10318","W361 - Explosion y Rotura de Cilindro con Gas, en Institucion Residencial","W36","1",,
"10319","W362 - Explosion y Rotura de Cilindro con Gas, en Escuelas, otras Instituciones y Areas Adminis","W36","2",,
"10320","W363 - Explosion y Rotura de Cilindro con Gas, en Areas de deporte y Atletismo","W36","3",,
"10321","W364 - Explosion y Rotura de Cilindro con Gas, en Calles y Carreteras","W36","4",,
"10322","W365 - Explosion y Rotura de Cilindro con Gas, en Comercio y Area de Servicios","W36","5",,
"10323","W366 - Explosion y Rotura de Cilindro con Gas, en Area Industrial y de la Construccion","W36","6",,
"10324","W367 - Explosion y Rotura de Cilindro con Gas, en Granja","W36","7",,
"10325","W368 - Explosion y Rotura de Cilindro con Gas, en Otro Lugar Especificado","W36","8",,
"10326","W369 - Explosion y Rotura de Cilindro con Gas, en Lugar no Especificado","W36","9",,
"10327","W370 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Vivienda","W37","0",,
"10328","W371 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Institucion Res","W37","1",,
"10329","W372 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Escuelas, Otras","W37","2",,
"10330","W373 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Areas de deport","W37","3",,
"10331","W374 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Calles y Carret","W37","4",,
"10332","W375 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Comercio y Area","W37","5",,
"10333","W376 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Area Industrial","W37","6",,
"10334","W377 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Granja","W37","7",,
"10335","W378 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Otro Lugar Espe","W37","8",,
"10336","W379 - Explosion y Rotura de Neumatico, Tubo o Manguera de Goma Presurizada, en Lugar no Especi","W37","9",,
"10337","W380 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Vivienda","W38","0",,
"10338","W381 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Institucion Resi","W38","1",,
"10339","W382 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Escuelas, Otras","W38","2",,
"10340","W383 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Areas de deporte","W38","3",,
"10341","W384 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Calles y Carrete","W38","4",,
"10342","W385 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Comercio y Area","W38","5",,
"10343","W386 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Area Industrial","W38","6",,
"10344","W387 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Granja","W38","7",,
"10345","W388 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Otro Lugar Espec","W38","8",,
"10346","W389 - Explosion y Rotura de otros dispositivos Presurizados Especificados, en Lugar no Especif","W38","9",,
"10347","W390 - Explosion de Fuegos Artificiales, en Vivienda","W39","0",,
"10348","W391 - Explosion de Fuegos Artificiales, en Institucion Residencial","W39","1",,
"10349","W392 - Explosion de Fuegos Artificiales, en Escuelas, otras Instituciones y Areas Administrativ","W39","2",,
"10350","W393 - Explosion de Fuegos Artificiales, en Areas de deporte y Atletismo","W39","3",,
"10351","W394 - Explosion de Fuegos Artificiales, en Calles y Carreteras","W39","4",,
"10352","W395 - Explosion de Fuegos Artificiales, en Comercio y Area de Servicios","W39","5",,
"10353","W396 - Explosion de Fuegos Artificiales, en Area Industrial y de la Construccion","W39","6",,
"10354","W397 - Explosion de Fuegos Artificiales, en Granja","W39","7",,
"10355","W398 - Explosion de Fuegos Artificiales, en Otro Lugar Especificado","W39","8",,
"10356","W399 - Explosion de Fuegos Artificiales, en Lugar no Especificado","W39","9",,
"10357","W400 - Explosion de otros Materiales, en Vivienda","W40","0",,
"10358","W401 - Explosion de otros Materiales, en Institucion Residencial","W40","1",,
"10359","W402 - Explosion de otros Materiales, en Escuelas, otras Instituciones y Areas Administrativas","W40","2",,
"10360","W403 - Explosion de otros Materiales, en Areas de deporte y Atletismo","W40","3",,
"10361","W404 - Explosion de otros Materiales, en Calles y Carreteras","W40","4",,
"10362","W405 - Explosion de otros Materiales, en Comercio y Area de Servicios","W40","5",,
"10363","W406 - Explosion de otros Materiales, en Area Industrial y de la Construccion","W40","6",,
"10364","W407 - Explosion de otros Materiales, en Granja","W40","7",,
"10365","W408 - Explosion de otros Materiales, en Otro Lugar Especificado","W40","8",,
"10366","W409 - Explosion de otros Materiales, en Lugar no Especificado","W40","9",,
"10367","W410 - Exposicion a Chorro de Alta Presion, en Vivienda","W41","0",,
"10368","W411 - Exposicion a Chorro de Alta Presion, en Institucion Residencial","W41","1",,
"10369","W412 - Exposicion a Chorro de Alta Presion, en Escuelas, otras Instituciones y Areas Administra","W41","2",,
"10370","W413 - Exposicion a Chorro de Alta Presion, en Areas de deporte y Atletismo","W41","3",,
"10371","W414 - Exposicion a Chorro de Alta Presion, en Calles y Carreteras","W41","4",,
"10372","W415 - Exposicion a Chorro de Alta Presion, en Comercio y Area de Servicios","W41","5",,
"10373","W416 - Exposicion a Chorro de Alta Presion, en Area Industrial y de la Construccion","W41","6",,
"10374","W417 - Exposicion a Chorro de Alta Presion, en Granja","W41","7",,
"10375","W418 - Exposicion a Chorro de Alta Presion, en Otro Lugar Especificado","W41","8",,
"10376","W419 - Exposicion a Chorro de Alta Presion, en Lugar no Especificado","W41","9",,
"10377","W420 - Exposicion al Ruido, en Vivienda","W42","0",,
"10378","W421 - Exposicion al Ruido, en Institucion Residencial","W42","1",,
"10379","W422 - Exposicion al Ruido, en Escuelas, otras Instituciones y Areas Administrativas Publicas","W42","2",,
"10380","W423 - Exposicion al Ruido, en Areas de deporte y Atletismo","W42","3",,
"10381","W424 - Exposicion al Ruido, en Calles y Carreteras","W42","4",,
"10382","W425 - Exposicion al Ruido, en Comercio y Area de Servicios","W42","5",,
"10383","W426 - Exposicion al Ruido, en Area Industrial y de la Construccion","W42","6",,
"10384","W427 - Exposicion al Ruido, en Granja","W42","7",,
"10385","W428 - Exposicion al Ruido, en Otro Lugar Especificado","W42","8",,
"10386","W429 - Exposicion al Ruido, en Lugar no Especificado","W42","9",,
"10387","W430 - Exposicion a Vibraciones, en Vivienda","W43","0",,
"10388","W431 - Exposicion a Vibraciones, en Institucion Residencial","W43","1",,
"10389","W432 - Exposicion a Vibraciones, en Escuelas, otras Instituciones y Areas Administrativas Publi","W43","2",,
"10390","W433 - Exposicion a Vibraciones, en Areas de deporte y Atletismo","W43","3",,
"10391","W434 - Exposicion a Vibraciones, en Calles y Carreteras","W43","4",,
"10392","W435 - Exposicion a Vibraciones, en Comercio y Area de Servicios","W43","5",,
"10393","W436 - Exposicion a Vibraciones, en Area Industrial y de la Construccion","W43","6",,
"10394","W437 - Exposicion a Vibraciones, en Granja","W43","7",,
"10395","W438 - Exposicion a Vibraciones, en Otro Lugar Especificado","W43","8",,
"10396","W439 - Exposicion a Vibraciones, en Lugar no Especificado","W43","9",,
"10397","W440 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Vivienda","W44","0",,
"10398","W441 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Institucion Residencial","W44","1",,
"10399","W442 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Escuelas, otras Institucion","W44","2",,
"10400","W443 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Areas de deporte y Atletism","W44","3",,
"10401","W444 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Calles y Carreteras","W44","4",,
"10402","W445 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Comercio y Area de Servicio","W44","5",,
"10403","W446 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Area Industrial y de la Con","W44","6",,
"10404","W447 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Granja","W44","7",,
"10405","W448 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Otro Lugar Especificado","W44","8",,
"10406","W449 - Cuerpo Extrano que penetra por el Ojo u Orificio Natural, en Lugar no Especificado","W44","9",,
"10407","W450 - Cuerpo Extrano que penetra a Traves de la Piel, en Vivienda","W45","0",,
"10408","W451 - Cuerpo Extrano que penetra a Traves de la Piel, en Institucion Residencial","W45","1",,
"10409","W452 - Cuerpo Extrano que penetra a Traves de la Piel, en Escuelas, otras Instituciones y Areas","W45","2",,
"10410","W453 - Cuerpo Extrano que penetra a Traves de la Piel, en Areas de deporte y Atletismo","W45","3",,
"10411","W454 - Cuerpo Extrano que penetra a Traves de la Piel, en Calles y Carreteras","W45","4",,
"10412","W455 - Cuerpo Extrano que penetra a Traves de la Piel, en Comercio y Area de Servicios","W45","5",,
"10413","W456 - Cuerpo Extrano que penetra a Traves de la Piel, en Area Industrial y de la Construccion","W45","6",,
"10414","W457 - Cuerpo Extrano que penetra a Traves de la Piel, en Granja","W45","7",,
"10415","W458 - Cuerpo Extrano que penetra a Traves de la Piel, en Otro Lugar Especificado","W45","8",,
"10416","W459 - Cuerpo Extrano que penetra a Traves de la Piel, en Lugar no Especificado","W45","9",,
"10417","W46X - Contacto traumático con aguja hipodérmica","W46","X",,
"10418","W490 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Vivienda","W49","0",,
"10419","W491 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Institucion","W49","1",,
"10420","W492 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Escuelas, Ot","W49","2",,
"10421","W493 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Areas de dep","W49","3",,
"10422","W494 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Calles y Car","W49","4",,
"10423","W495 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Comercio y A","W49","5",,
"10424","W496 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Area Industr","W49","6",,
"10425","W497 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Granja","W49","7",,
"10426","W498 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Otro Lugar E","W49","8",,
"10427","W499 - Exposicion a otras Fuerzas Mecanicas Inanimadas, y las no Especificadas, en Lugar no Esp","W49","9",,
"10428","W500 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en V","W50","0",,
"10429","W501 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en I","W50","1",,
"10430","W502 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en E","W50","2",,
"10431","W503 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en A","W50","3",,
"10432","W504 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en C","W50","4",,
"10433","W505 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en C","W50","5",,
"10434","W506 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en A","W50","6",,
"10435","W507 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en G","W50","7",,
"10436","W508 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en O","W50","8",,
"10437","W509 - Aporreo, Golpe, Mordedura, Patada, Rasguno o Torcedura Infligidos por otra Persona, en L","W50","9",,
"10438","W510 - Choque o Empellon Contra otra Persona, en Vivienda","W51","0",,
"10439","W511 - Choque o Empellon Contra otra Persona, en Institucion Residencial","W51","1",,
"10440","W512 - Choque o Empellon Contra otra Persona, en Escuelas, otras Instituciones y Areas Administ","W51","2",,
"10441","W513 - Choque o Empellon Contra otra Persona, en Areas de deporte y Atletismo","W51","3",,
"10442","W514 - Choque o Empellon Contra otra Persona, en Calles y Carreteras","W51","4",,
"10443","W515 - Choque o Empellon Contra otra Persona, en Comercio y Area de Servicios","W51","5",,
"10444","W516 - Choque o Empellon Contra otra Persona, en Area Industrial y de la Construccion","W51","6",,
"10445","W517 - Choque o Empellon Contra otra Persona, en Granja","W51","7",,
"10446","W518 - Choque o Empellon Contra otra Persona, en Otro Lugar Especificado","W51","8",,
"10447","W519 - Choque o Empellon Contra otra Persona, en Lugar no Especificado","W51","9",,
"10448","W520 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Vivienda","W52","0",,
"10449","W521 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Instituc","W52","1",,
"10450","W522 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Escuelas","W52","2",,
"10451","W523 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Areas de","W52","3",,
"10452","W524 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Calles y","W52","4",,
"10453","W525 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Comercio","W52","5",,
"10454","W526 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Area Ind","W52","6",,
"10455","W527 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Granja","W52","7",,
"10456","W528 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Otro Lug","W52","8",,
"10457","W529 - Persona Aplastada, Empujada o Pisoteada por una Multitud o Estampida Humana, en Lugar No","W52","9",,
"10458","W530 - Mordedura de Rata, en Vivienda","W53","0",,
"10459","W531 - Mordedura de Rata, en Institucion Residencial","W53","1",,
"10460","W532 - Mordedura de Rata, en Escuelas, otras Instituciones y Areas Administrativas Publicas","W53","2",,
"10461","W533 - Mordedura de Rata, en Areas de deporte y Atletismo","W53","3",,
"10462","W534 - Mordedura de Rata, en Calles y Carreteras","W53","4",,
"10463","W535 - Mordedura de Rata, en Comercio y Area de Servicios","W53","5",,
"10464","W536 - Mordedura de Rata, en Area Industrial y de la Construccion","W53","6",,
"10465","W537 - Mordedura de Rata, en Granja","W53","7",,
"10466","W538 - Mordedura de Rata, en Otro Lugar Especificado","W53","8",,
"10467","W539 - Mordedura de Rata, en Lugar no Especificado","W53","9",,
"10468","W540 - Mordedura o Ataque de Perro, en Vivienda","W54","0",,
"10469","W541 - Mordedura o Ataque de Perro, en Institucion Residencial","W54","1",,
"10470","W542 - Mordedura o Ataque de Perro, en Escuelas, otras Instituciones y Areas Administrativas Pu","W54","2",,
"10471","W543 - Mordedura o Ataque de Perro, en Areas de deporte y Atletismo","W54","3",,
"10472","W544 - Mordedura o Ataque de Perro, en Calles y Carreteras","W54","4",,
"10473","W545 - Mordedura o Ataque de Perro, en Comercio y Area de Servicios","W54","5",,
"10474","W546 - Mordedura o Ataque de Perro, en Area Industrial y de la Construccion","W54","6",,
"10475","W547 - Mordedura o Ataque de Perro, en Granja","W54","7",,
"10476","W548 - Mordedura o Ataque de Perro, en Otro Lugar Especificado","W54","8",,
"10477","W549 - Mordedura o Ataque de Perro, en Lugar no Especificado","W54","9",,
"10478","W550 - Mordedura o Ataque de otros Mamiferos, en Vivienda","W55","0",,
"10479","W551 - Mordedura o Ataque de otros Mamiferos, en Institucion Residencial","W55","1",,
"10480","W552 - Mordedura o Ataque de otros Mamiferos, en Escuelas, otras Instituciones y Areas Administ","W55","2",,
"10481","W553 - Mordedura o Ataque de otros Mamiferos, en Areas de deporte y Atletismo","W55","3",,
"10482","W554 - Mordedura o Ataque de otros Mamiferos, en Calles y Carreteras","W55","4",,
"10483","W555 - Mordedura o Ataque de otros Mamiferos, en Comercio y Area de Servicios","W55","5",,
"10484","W556 - Mordedura o Ataque de otros Mamiferos, en Area Industrial y de la Construccion","W55","6",,
"10485","W557 - Mordedura o Ataque de otros Mamiferos, en Granja","W55","7",,
"10486","W558 - Mordedura o Ataque de otros Mamiferos, en Otro Lugar Especificado","W55","8",,
"10487","W559 - Mordedura o Ataque de otros Mamiferos, en Lugar no Especificado","W55","9",,
"10488","W5591 - Persona Mordida por Murcielago en Lugar no Especificado","W55","91",,
"10489","W560 - Contacto Traumatico con Animales Marinos, en Vivienda","W56","0",,
"10490","W561 - Contacto Traumatico con Animales Marinos, en Institucion Residencial","W56","1",,
"10491","W562 - Contacto Traumatico con Animales Marinos, en Escuelas, otras Instituciones y Areas Admin","W56","2",,
"10492","W563 - Contacto Traumatico con Animales Marinos, en Areas de deporte y Atletismo","W56","3",,
"10493","W564 - Contacto Traumatico con Animales Marinos, en Calles y Carreteras","W56","4",,
"10494","W565 - Contacto Traumatico con Animales Marinos, en Comercio y Area de Servicios","W56","5",,
"10495","W566 - Contacto Traumatico con Animales Marinos, en Area Industrial y de la Construccion","W56","6",,
"10496","W567 - Contacto Traumatico con Animales Marinos, en Granja","W56","7",,
"10497","W568 - Contacto Traumatico con Animales Marinos, en Otro Lugar Especificado","W56","8",,
"10498","W569 - Contacto Traumatico con Animales Marinos, en Lugar no Especificado","W56","9",,
"10499","W570 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Vivienda","W57","0",,
"10500","W571 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Institucion Residen","W57","1",,
"10501","W572 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Escuelas, otras Ins","W57","2",,
"10502","W573 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Areas de deporte y","W57","3",,
"10503","W574 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Calles y Carreteras","W57","4",,
"10504","W575 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Comercio y Area de","W57","5",,
"10505","W576 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Area Industrial y d","W57","6",,
"10506","W577 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Granja","W57","7",,
"10507","W578 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Otro Lugar Especifi","W57","8",,
"10508","W579 - Mordedura o Picadura de Insectos y otros Artropodos no Venenosos, en Lugar no Especifica","W57","9",,
"10509","W580 - Mordedura o Ataque de Cocodrilo o Caiman, en Vivienda","W58","0",,
"10510","W581 - Mordedura o Ataque de Cocodrilo o Caiman, en Institucion Residencial","W58","1",,
"10511","W582 - Mordedura o Ataque de Cocodrilo o Caiman, en Escuelas, otras Instituciones y Areas Admin","W58","2",,
"10512","W583 - Mordedura o Ataque de Cocodrilo o Caiman, en Areas de deporte y Atletismo","W58","3",,
"10513","W584 - Mordedura o Ataque de Cocodrilo o Caiman, en Calles y Carreteras","W58","4",,
"10514","W585 - Mordedura o Ataque de Cocodrilo o Caiman, en Comercio y Area de Servicios","W58","5",,
"10515","W586 - Mordedura o Ataque de Cocodrilo o Caiman, en Area Industrial y de la Construccion","W58","6",,
"10516","W587 - Mordedura o Ataque de Cocodrilo o Caiman, en Granja","W58","7",,
"10517","W588 - Mordedura o Ataque de Cocodrilo o Caiman, en Otro Lugar Especificado","W58","8",,
"10518","W589 - Mordedura o Ataque de Cocodrilo o Caiman, en Lugar no Especificado","W58","9",,
"10519","W590 - Mordedura o Aplastamiento por otros Reptiles, en Vivienda","W59","0",,
"10520","W591 - Mordedura o Aplastamiento por otros Reptiles, en Institucion Residencial","W59","1",,
"10521","W592 - Mordedura o Aplastamiento por otros Reptiles, en Escuelas, otras Instituciones y Areas A","W59","2",,
"10522","W593 - Mordedura o Aplastamiento por otros Reptiles, en Areas de deporte y Atletismo","W59","3",,
"10523","W594 - Mordedura o Aplastamiento por otros Reptiles, en Calles y Carreteras","W59","4",,
"10524","W595 - Mordedura o Aplastamiento por otros Reptiles, en Comercio y Area de Servicios","W59","5",,
"10525","W596 - Mordedura o Aplastamiento por otros Reptiles, en Area Industrial y de la Construccion","W59","6",,
"10526","W597 - Mordedura o Aplastamiento por otros Reptiles, en Granja","W59","7",,
"10527","W598 - Mordedura o Aplastamiento por otros Reptiles, en Otro Lugar Especificado","W59","8",,
"10528","W599 - Mordedura o Aplastamiento por otros Reptiles, en Lugar no Especificado","W59","9",,
"10529","W600 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Vivienda","W60","0",,
"10530","W601 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Institucion","W60","1",,
"10531","W602 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Escuelas, Ot","W60","2",,
"10532","W603 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Areas de dep","W60","3",,
"10533","W604 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Calles y Car","W60","4",,
"10534","W605 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Comercio y A","W60","5",,
"10535","W606 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Area Industr","W60","6",,
"10536","W607 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Granja","W60","7",,
"10537","W608 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Otro Lugar E","W60","8",,
"10538","W609 - Contacto Traumatico con Aguijones, Espinas u Hojas Cortantes de Plantas, en Lugar no Esp","W60","9",,
"10539","W640 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Vivienda","W64","0",,
"10540","W641 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Institucion Re","W64","1",,
"10541","W642 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Escuelas, Otra","W64","2",,
"10542","W643 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Areas de depor","W64","3",,
"10543","W644 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Calles y Carre","W64","4",,
"10544","W645 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Comercio y Are","W64","5",,
"10545","W646 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Area Industria","W64","6",,
"10546","W647 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Granja","W64","7",,
"10547","W648 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Otro Lugar Esp","W64","8",,
"10548","W649 - Exposicion a otras Fuerzas Mecanicas Animadas, y las no Especificadas, en Lugar no Espec","W64","9",,
"10549","W650 - Ahogamiento y Sumersion mientras se esta en la Banera, en Vivienda","W65","0",,
"10550","W651 - Ahogamiento y Sumersion mientras se esta en la Banera, en Institucion Residencial","W65","1",,
"10551","W652 - Ahogamiento y Sumersion mientras se esta en la Banera, en Escuelas, otras Instituciones","W65","2",,
"10552","W653 - Ahogamiento y Sumersion mientras se esta en la Banera, en Areas de deporte y Atletismo","W65","3",,
"10553","W654 - Ahogamiento y Sumersion mientras se esta en la Banera, en Calles y Carreteras","W65","4",,
"10554","W655 - Ahogamiento y Sumersion mientras se esta en la Banera, en Comercio y Area de Servicios","W65","5",,
"10555","W656 - Ahogamiento y Sumersion mientras se esta en la Banera, en Area Industrial y de la Constr","W65","6",,
"10556","W657 - Ahogamiento y Sumersion mientras se esta en la Banera, en Granja","W65","7",,
"10557","W658 - Ahogamiento y Sumersion mientras se esta en la Banera, en Otro Lugar Especificado","W65","8",,
"10558","W659 - Ahogamiento y Sumersion mientras se esta en la Banera, en Lugar no Especificado","W65","9",,
"10559","W660 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Vivienda","W66","0",,
"10560","W661 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Institucion Residencial","W66","1",,
"10561","W662 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Escuelas, otras Institucio","W66","2",,
"10562","W663 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Areas de deporte y Atletis","W66","3",,
"10563","W664 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Calles y Carreteras","W66","4",,
"10564","W665 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Comercio y Area de Servici","W66","5",,
"10565","W666 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Area Industrial y de la Co","W66","6",,
"10566","W667 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Granja","W66","7",,
"10567","W668 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Otro Lugar Especificado","W66","8",,
"10568","W669 - Ahogamiento y Sumersion Consecutivos a Caida en la Banera, en Lugar no Especificado","W66","9",,
"10569","W670 - Ahogamiento y Sumersion mientras se esta en una Piscina, en  Vivienda","W67","0",,
"10570","W671 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Institucion Residencial","W67","1",,
"10571","W672 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Escuelas, otras Institucione","W67","2",,
"10572","W673 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Areas de deporte y Atletismo","W67","3",,
"10573","W674 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Calles y Carreteras","W67","4",,
"10574","W675 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Comercio y Area de Servicios","W67","5",,
"10575","W676 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Area Industrial y de la Cons","W67","6",,
"10576","W677 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Granja","W67","7",,
"10577","W678 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Otro Lugar Especificado","W67","8",,
"10578","W679 - Ahogamiento y Sumersion mientras se esta en una Piscina, en Lugar no Especificado","W67","9",,
"10579","W680 - Ahogamiento y Sumersion Consecutivos a Caida en una Piscina, en Vivienda","W68","0",,
"10580","W681 - Ahogamiento y Sumersion Consecutivos a Caida en una Piscina, en Institucion Residencial","W68","1",,
"10581","W682 - Ahogamiento y Sumersion Consecutivos a Caida en una Piscina, en Escuelas, otras Instituc","W68","2",,
"10582","W683 - Ahogamiento y Sumersion Consecutivos a Caida en una Piscina, en Areas de deporte y Atlet","W68","3",,
"10583","W684 - Ahogamiento y Sumersion Consecutivos a Caida en una Piscina, en Calles y Carreteras","W68","4",,
"10584","W685 - Ahogamiento y Sumersion Consecutivos a Caida en una Piscina, en Comercio y Area de Servi","W68","5",,
"10585","W686 - Ahogamiento y Sumersion Consecutivos a Caida en una Piscina, en Area Industrial y de la","W68","6",,
"10586","W687 - Ahogamiento y Sumersion Consecutivos a Caida en una Piscina, en Granja","W68","7",,
